site_url,exp,desc,night,event,lat,lon,addr,whour
/sakura/1/3/50017.html,5月中旬～5月下旬,別保公園は国道44号線沿いにあり、サクラの開花は例年5月中旬から下旬頃で、開花に合わせて日本一遅い桜まつりが開催されます。,,,42.994544726437,144.45891174349,釧路郡釧路町字別保原野南24-78-6,24時間
/sakura/1/3/50067.html,5月中旬,サクラの木の周りにバーベキューコーナーがあり、家族連れで食事をしながら楽しめます。,,,42.973094119396,144.40406945944,釧路市春湖台35-10,24時間
/sakura/1/3/50009.html,5月中旬～5月下旬,日本列島を2カ月かけて北上する桜前線のラストシーンを楽しめます。天都山の頂上にあるので間近で見上げるだけでなく、隣接する展望台からオホーツク海をバックに見ることができます。,,,44.000716940204,144.24108411257,網走市天都山,24時間
/sakura/1/3/50022.html,5月中旬～5月下旬,日本最大の樹齢約150年のチシマザクラ(北海道100年記念名木)があります。国後島産の移植樹です。,,,43.328692466343,145.57553925947,根室市松本町2-2,24時間
/sakura/1/3/50014.html,5月中旬～6月上旬,山の傾斜地一面(甲子園球場の約7倍)ピンクに咲き誇るシバザクラは、観る人々に感動を与えてくれます。,,2018童話村たきのうえ芝ざくらまつり(5/5-6/10),44.198127963169,143.07670679432,紋別郡滝上町元町,8:00-18:00
/sakura/1/3/50016.html,5月上旬～5月中旬,緑ケ丘公園は緑豊かな都市公園です。園内の「彫刻の径」には、石の芸術作品とサクラが競うように美しく並んでおり、その両方をゆっくり楽しむことができます。,,,42.905638967292,143.18684314161,帯広市字緑ヶ丘2,24時間
/sakura/1/1/50005.html,5月上旬～5月中旬,士別神社の境内でもある九十九山は、その広大な敷地にサクラやコブシの他、60種類以上の樹木が繁り、野鳥・生物も数多く存在します。,,,44.182774057966,142.40180937815,士別市東8条北1,24時間
/sakura/1/1/50001.html,5月上旬～5月中旬,見頃時期には約3500本ものエゾヤマザクラを楽しむことができます。,,,43.76500560314,142.48014900473,旭川市東旭川町倉沼,24時間
/sakura/2/8/52313.html,4月中旬～4月下旬,初代秋田藩主・佐竹義宣公の居城、久保田城跡である千秋公園。秋田駅からほど近い、秋田市の中心部にあり、四季折々の豊かな自然を楽しむことができます。春は樹齢100年を超えるソメイヨシノをはじめ、約750本のサクラが咲き誇ります。例年4月中旬から下旬にかけて「千秋公園さくらまつり」が開催され、出店や土日のステージイベントで賑わいます。,,,39.721911210835,140.12385349495,秋田市千秋公園,24時間
/sakura/2/8/52316.html,4月中旬～4月下旬,秋田県で一番早くサクラ便りを届ける公園です。2つの沼の周囲に約1000本のソメイヨシノが咲き、ライトアップされた夜桜見物は格別です。,,,39.260937394751,139.92059399548,にかほ市金浦字上林,24時間
/sakura/2/8/52324.html,4月下旬～5月上旬,五城目町内が一望できるサクラの名所です。園内には、館岡恒太朗「若き郷土の歌」碑、鳥井森鈴「八郎節」民謡碑、館岡栗山顕彰句碑があります。,,,39.938944028827,140.1237159009,南秋田郡五城目町上樋口字堂社,24時間
/sakura/2/8/50257.html,4月中旬～4月下旬,御所の台ふれあいパークは日本海が見渡せる丘陵地にあり、サクラの花々と日本海、また夕刻には、夕陽を見渡すことができます。JR五能線のあきた白神駅から徒歩すぐの好立地にあり、近隣には、八森いさりび温泉「ハタハタ館」、秋田しらかみ体験センター、御所の台オートキャンプ場といった施設もあります。,,,40.38867662514,139.98517966207,山本郡八峰町八森御所の台地内,24時間
/sakura/2/8/52315.html,4月下旬～5月上旬,原生林の七座山を挟んで蛇行する米代川。その川面に映る満開のサクラと屏風岩のコントラストが絶妙です。,,きみまち阪桜まつり(4月下旬-5月上旬),40.221308790326,140.25625083118,能代市二ツ井町小繋字中島109-10,24時間
/sakura/2/8/50260.html,4月下旬～5月上旬,樹齢約400年の巨木。幹周り5m、樹高約14mと全国で知られたカスミザクラの保存樹の中でも際立っています。,,,39.428245817272,140.18878536235,由利本荘市葛岡字落合43,24時間
/sakura/2/5/50143.html,4月中旬～5月上旬,見晴ヶ池と鏡ヶ池の2つの池の周りを取り囲んでソメイヨシノやヤエザクラなどが咲き誇ります。淡いピンクの花びらが舞い、緑の木々とのコントラストは必見です。,,,40.617286160629,140.56496348166,平川市猿賀石林,24時間
/sakura/2/5/52122.html,4月下旬～5月上旬,園内には600本を超すサクラがあります。サクラの名所として春まつりが行われ、多くの市民が集まって賑わいます。,(ボンボリ点灯あり(18:00-23:00)),,40.829847072755,140.77856286743,青森市合浦2-17-50,24時間
/sakura/2/5/52321.html,4月下旬～5月上旬,弘前公園はソメイヨシノをはじめ、シダレザクラやヤエザクラなど52種・約2600本が園内を染め上げます。ライトアップされた弘前城天守と夜桜も見事です。,,,40.609441070069,140.46769408507,弘前市下白銀町1-1,24時間
/sakura/2/5/50144.html,4月下旬～5月上旬,サクラの種類も多く、ゆっくり散策しながら花見ができます。家族連れで楽しめる総合公園です。,,,40.475659114943,141.51300121935,八戸市大字十日市字天摩33-2,24時間
/sakura/2/5/50199.html,4月下旬～5月上旬,「日本の道100選」に選ばれた官庁街通り(駒街道)の約1.1kmにわたる桜並木。156本ものサクラが一斉に咲き誇ります。街中がやわらかなピンク色に染まり、165本の松の深い緑色がより一層サクラの美しさを引き立てます。期間中は市役所5階展望ロビーを一般開放し、桜並木を上からも眺めることができます。また夜のライトアップでは幻想的な夜桜が楽しめます。,,,40.612418290009,141.20628649163,十和田市西十二番町,24時間
/sakura/2/5/52118.html,4月下旬～5月上旬,戦国時代に南部氏の居城が置かれた三戸城跡は、昭和31年に県立公園として指定され、現在は青森県南随一のサクラの名所として親しまれています。園内の歴史民俗資料館には、藩政時代の資料などが展示されており、南部氏の歴史を知ることができます。,,,40.381824228786,141.26530024566,三戸郡三戸町大字梅内字城ノ下,24時間
/sakura/9/49/50548.html,3月下旬～4月中旬,霧島神宮のサクラは例年4月上旬に見頃を迎えます。,,,31.858209996812,130.87154173154,霧島市霧島田口2608-5,24時間
/sakura/9/49/50597.html,3月下旬～4月上旬,眼下に桜島・錦江湾を見下ろす高台(標高約600m)に咲き誇るサクラは、大変美しく見応えがあります。,,,31.863495263595,130.85124667982,霧島市霧島田口2583-22,9:00-17:15
/sakura/9/49/50568.html,3月下旬～4月上旬,公園内を流れる花瀬川の川床は天然の石畳で敷きつめられており、水量も少ないため、川床に降りて両岸のサクラを観賞する人達で賑わいます。,,花瀬公園まつり(4/1),31.166048437866,130.84909437696,肝属郡錦江町田代川原花瀬,24時間
/sakura/9/49/50547.html,3月下旬～4月上旬,「日本さくら名所100選」にも選ばれた忠元公園。延々2kmに及ぶ桜並木は見事です。満開時期には提灯も灯され夜桜も楽しむことができます。,,,32.049342917438,130.61415703032,伊佐市大口原田2484-193,24時間
/sakura/9/49/50594.html,3月下旬～4月上旬,高岡公園は雄大な桜島と錦江湾が一望できる高台にあります。公園内には300本のサクラが咲き乱れ、開花期間中は夜桜見物が楽しめるよう公園内がライトアップされます。,,,31.755573324043,130.65628423472,姶良市加治木町西別府2944,24時間
/sakura/9/49/50557.html,3月下旬～4月上旬,広い公園内に所狭しと咲き乱れるサクラ。夜間は豆電球で装飾し、夜の花見を演出します。,,,31.741019605541,130.78214219729,霧島市国分上小川3819,24時間
/sakura/9/48/50600.html,3月下旬～4月上旬,「ひと目一万本の桜」といわれる花立公園のサクラ。毎年開催されている「日南市花立公園さくらまつり」は19回目を迎えます。また、JR北郷駅付近では「寒割咲一号」というサクラを1月中旬頃から楽しむこともできます。,,第19回日南市花立公園さくらまつり(3/24-4/8),31.709484761496,131.3629250227,日南市北郷町郷之原甲2784,24時間
/sakura/9/48/50725.html,3月下旬～4月上旬,延岡城址を整備した公園で、千人殺しの石垣や城山の鐘など見所いっぱいです。開花期間中は夜桜電飾が行われ、大勢の花見客で賑わいます。,,,32.580950811068,131.66291338862,延岡市東本小路178,24時間
/sakura/9/48/50986.html,3月下旬～4月上旬,遠見半島の最先端にある遠見山は標高308m、頂上には見晴らしの良い展望台があります。頂上へ向かう沿道に咲く1000本もの桜並木の背景には、雄大な日向灘の海の青さ、そのコントラストがサクラの美しさをさらに際立たせます。日本ウォーキング協会認定コースに選ばれ、いつでも散策できるように案内看板を設置しています。ウォーキングを兼ねて美しい景色を楽しむことができます。,,,32.48897456381,131.70732821825,東臼杵郡門川町大字庵川,24時間
/sakura/4/20/55848.html,4月上旬～4月中旬,古墳をめぐる散策路に沿って36種約1000本のサクラがあります。公園の入り口には温泉 「志乎・桜の里温泉 古墳の湯(有料)」 があり、疲れた体を癒してくれます。また、ご当地グルメ「宝達志水オムライス」を食べることができるお店もあります。,,,36.856409227625,136.81600459181,羽咋郡宝達志水町石坂地内,24時間
/sakura/4/20/55826.html,4月中旬～4月下旬,前田利家ゆかりの地であり、小丸山城跡がある公園です。高台からボンボリの灯りで街並を眺める夜桜は格別です。,,,37.045732072845,136.96021405805,七尾市馬出町子部1-1,24時間
/sakura/4/20/55821.html,4月上旬,熊坂川河畔に全長1kmにわたり桜並木が続いています。夜にはボンボリが灯され、幻想的な雰囲気の中で夜桜見物が楽しめます。,(日没-22:00頃まで),"桜まつり(4/14,15)",36.304459251929,136.30778331888,加賀市大聖寺,24時間
/sakura/4/19/50995.html,4月上旬～4月中旬,深い緑色のダム湖の水面に映る9種類のサクラが見ものです。なかでもエドヒガンは北陸で群生することは非常に少ないといわれています。ダム湖の水辺を歩くことができ、ドライブ中のリフレッシュやウォーキングにもぴったりです。敷地内には美術館や資料館など様々な施設があり、なかでも鯉恋の宮は毎年1/7に行われる奇祭「厄払い鯉の放流」にちなんで恋のパワースポットとなっており、多くのカップルが訪れています。,(庄川峡桜まつり期間中のみ22:00まで),庄川峡桜まつり(4月上旬-下旬(予定)),36.573727333533,136.99446316544,砺波市庄川町金屋1550,9:00-18:00
/sakura/4/19/50827.html,4月上旬～4月中旬,昭和62年から平成10年までに「下条川千本桜計画」、「桜堤モデル事業」により、下条川両岸にソメイヨシノを植樹しました。約2.7kmの両岸に散策路が整備され、見事な桜並木となっています。,,,36.72219443383,137.10012137669,射水市戸破,24時間
/sakura/2/5/52119.html,4月下旬～5月上旬,中心街のすぐ近くで、満開のサクラを堪能できます。また、遊具もあり家族連れでも安心して楽しむことができます。,,,40.51491476502,141.48756131674,八戸市内丸1-14-49 他,24時間
/sakura/2/5/52325.html,4月下旬～5月上旬,弘前公園はソメイヨシノをはじめ、シダレザクラやヤエザクラなど52種・約2600本が園内を染め上げます。ライトアップされた弘前城天守と夜桜も見事です。,,,40.609454069118,140.4677130831,弘前市下白銀町1-1,24時間
/sakura/4/19/50828.html,4月中旬～4月下旬,県民公園太閤山ランドは、「日本の都市公園100選」にも選ばれている水と緑の美しい公園です。正面入口「さくら通り」が見所です。,(詳細未定(現地問合せ)),,36.693005447368,137.1044787417,射水市黒河4774-6,9:00-17:00
/sakura/9/47/50538.html,4月7日～4月23日,一心寺は山に囲まれた谷間にあるため、ヤエザクラを見下ろす景色は全国的にも大変珍しく、「サクラの雲海」と称されています。緑色や黄色など15種以上のサクラが境内を埋め尽くす景観は圧巻。谷底から吹き上げる風で巻き上がる桜吹雪は「サクラの竜巻」、足下に広がる花びらの様子は「サクラの絨毯」といわれ、毎年多くの人がこの景色を求めて訪れます。また、日本最大級の不動明王像や念仏鐘はパワースポットとして有名です。,,,33.163949394316,131.55455589513,大分市廻栖野1305,9:00-17:00(開花状況により変更あり)
/sakura/9/47/50534.html,3月下旬～4月上旬,本丸下の海岸は通称「城下海岸」と呼ばれ、有名な「城下かれい」の名の由来となっています。公園内には約100本のサクラが植えられており、春になると多くのお花見客で賑わいます。前方に高崎山を望む別府湾の眺望は絶景です。,,,33.366613713049,131.53132924843,速見郡日出町2610-1,24時間
/sakura/9/47/50620.html,3月下旬～4月上旬,ハローキティなどのサンリオキャラクターに会える屋外型テーマパーク。園内各所にお花見スポットがあり、アトラクション「ハーモニートレイン」はサクラのトンネルを通過することもあり、毎年人気のお花見スポットです。,,,33.400161477401,131.54681814477,速見郡日出町大字藤原5933,10:00-17:00(夜間営業日あり(主に土日祝日))
/sakura/2/7/51063.html,4月中旬～4月下旬,大崎平野が一望できる高台にある御本丸公園は、コスモス園として親しまれておりますが、春にはサクラが咲き誇り隠れた名所となっております。また、満開を迎える4月中旬には、歌謡ショーや踊りなどが楽しめる「まつやま桜まつり」が催されます。,,まつやま桜まつり(4月中旬),38.507047394223,141.05413057347,大崎市松山千石字本丸6,24時間
/sakura/2/7/52511.html,4月上旬～4月中旬,市内が一望できる丘陵地に位置し、400本ものサクラが白石城を囲み咲き誇ります。満開時には大勢の人で賑わい、城下町の風情ある花見を楽しむことができます。,,,38.00223683371,140.6172487766,白石市益岡町1-16,24時間
/sakura/9/49/50544.html,2月上旬～4月上旬,例年2月上旬から4月上旬にかけて、様々な種類のサクラ約150本が次々と咲き誇り、大名庭園を美しく彩ります。,,,31.617329667589,130.57696939156,鹿児島市吉野町9700-1,8:30-17:30
/sakura/2/7/50172.html,4月中旬～5月上旬,標高差があり麓から咲き始めるため、長い間サクラを楽しむことができます。,,,38.571870157823,140.71845513291,加美郡加美町味ヶ袋薬莱原,24時間
/sakura/2/7/52513.html,4月上旬～4月下旬,白石川堤の一目千本桜と併せて、宮城県内で唯一「日本さくら名所100選」の地に選ばれています。サクラのトンネルを走る延長305mのスロープカーがあり、船岡平和観音像の立つ山頂からの眺めはまさに絶景です。,,,38.055090272242,140.75931549606,柴田郡柴田町大字船岡字館山95-1,24時間
/sakura/2/7/52517.html,4月中旬～4月下旬,石巻市内を一望できる場所として知られている公園で、天気が良い日は牡鹿半島の他、遠く松島や蔵王の山々などを見ることができます。またサクラの名所としても知られ、多くの観光客が訪れます。【ご注意:駐車台数が少なく周辺道路も狭いため、タクシー等の公共交通機関をご利用ください。】,,,38.423369306845,141.30696596228,石巻市日和が丘2地内,24時間
/sakura/2/7/52521.html,4月中旬,一目千本桜と言われています。起伏に富んだ地形の生み出す景観を満喫でき、ゆっくりサクラを楽しみたい人に最適です。また、近隣のお酒の一ノ蔵の本社蔵と大崎市松山酒ミュージアムでは4月第3土曜日に「一ノ蔵 蔵開放」が催されます。,,,38.509518120446,141.05044777192,大崎市松山千石字大欅,24時間
/sakura/2/7/50234.html,4月上旬～4月下旬,市街地のメインストリートである定禅寺通・広瀬通・青葉通の突き当たりにある西公園は、市内屈指のサクラの名所として有名です。公園内には、伊達政宗公が朝鮮から持ち帰ったとされる臥竜梅や芭蕉句碑、著名作家の彫刻、蒸気機関車やこけし塔などがあり、見所が多く市民に広く親しまれています。,,西公園櫻岡花見(4月上旬-下旬),38.262077268984,140.8619792316,仙台市青葉区桜ケ岡公園1-3,24時間
/sakura/4/20/55823.html,4月上旬～4月中旬,古い歴史を持つ桜池から見る桜山が見事です。茶室をはじめ、博物館、図書館、本陣美術館があり十分楽しむことができます。また松の木も見事です。,,,36.409317925954,136.44787315341,小松市丸の内公園町19,24時間
